year,nh_occ_group,status,n,workers,group_total,share
2017,Office & administrative support,Noncitizen,30,4170.391369134547,107930.39136913455,0.0386396390880426
2017,Management,Citizen,1112,103205,104946.51578315442,0.9834056826931461
2017,Management,Noncitizen,18,1741.5157831544257,104946.51578315442,0.016594317306853998
2017,All other occupations,Citizen,2023,186573,196992.9518241248,0.9471049510774999
2017,All other occupations,Noncitizen,69,10419.951824124793,196992.9518241248,0.05289504892250014
2018,Nursing/psych/home health aides,Citizen,5694,625885,677487.5284989495,0.9238325041742381
2018,Nursing/psych/home health aides,Noncitizen,353,51602.52849894948,677487.5284989495,0.0761674958257619
2018,Registered nurses,Citizen,2719,259013,273966,0.9454202346276546
2018,Registered nurses,Noncitizen,134,14953,273966,0.054579765372345476
2018,LPNs/LVNs,Citizen,2385,239011,250415,0.9544595970688656
2018,LPNs/LVNs,Noncitizen,91,11404,250415,0.045540402931134316
2018,Personal care aides,Citizen,840,94879,105514.99165100284,0.8991992371455421
2018,Personal care aides,Noncitizen,85,10635.991651002849,105514.99165100284,0.10080076285445796
2018,Other healthcare practitioners,Citizen,1174,122727,128844.85411264017,0.9525176682082177
2018,Other healthcare practitioners,Noncitizen,46,6117.854112640162,128844.85411264017,0.04748233179178227
2018,Other healthcare support,Citizen,621,62005,64799.42409132056,0.9568757881646844
2018,Other healthcare support,Noncitizen,22,2794.4240913205545,64799.42409132056,0.0431242118353155
2018,Food preparation & serving,Citizen,1359,138048,149141.4128892062,0.9256181588044412
2018,Food preparation & serving,Noncitizen,70,11093.41288920621,149141.4128892062,0.07438184119555886
2018,Building cleaning & maintenance,Citizen,1207,121670,135353.5007448473,0.8989054537226796
2018,Building cleaning & maintenance,Noncitizen,95,13683.500744847304,135353.5007448473,0.10109454627732053
2018,Office & administrative support,Citizen,1090,98401,101262.12211568495,0.9717453865679774
2018,Office & administrative support,Noncitizen,29,2861.122115684944,101262.12211568495,0.028254613432022596
2018,Management,Citizen,1134,111565,114797.49274221867,0.9718417827340765
2018,Management,Noncitizen,23,3232.492742218678,114797.49274221867,0.028158217265923574
2018,All other occupations,Citizen,1992,188904,195949.83215362742,0.9640426731873728
2018,All other occupations,Noncitizen,57,7045.832153627428,195949.83215362742,0.035957326812627206
2019,Nursing/psych/home health aides,Citizen,5456,605409,651109.3819200181,0.9298115137194691
2019,Nursing/psych/home health aides,Noncitizen,326,45700.38192001807,651109.3819200181,0.07018848628053079
2019,Registered nurses,Citizen,2733,253227,268096,0.9445385235139652
2019,Registered nurses,Noncitizen,116,14869,268096,0.055461476486034854
2019,LPNs/LVNs,Citizen,1979,201810,212635,0.9490911656124345
2019,LPNs/LVNs,Noncitizen,80,10825,212635,0.05090883438756555
2019,Personal care aides,Citizen,801,94776,106650.97947995251,0.8886556922603351
2019,Personal care aides,Noncitizen,84,11874.979479952515,106650.97947995251,0.11134430773966486
2019,Other healthcare practitioners,Citizen,1124,112504,117728.50698308005,0.955622413662046
2019,Other healthcare practitioners,Noncitizen,49,5224.506983080045,117728.50698308005,0.04437758633795391
2019,Other healthcare support,Citizen,658,67103,69213.87979818512,0.9695020737987805
2019,Other healthcare support,Noncitizen,18,2110.879798185129,69213.87979818512,0.030497926201219525
2019,Food preparation & serving,Citizen,1202,128176,135487.51045284205,0.9460355391548293
2019,Food preparation & serving,Noncitizen,64,7311.510452842039,135487.51045284205,0.05396446084517061
2019,Building cleaning & maintenance,Citizen,1156,117600,128787.03704455851,0.9131353799164744
2019,Building cleaning & maintenance,Noncitizen,86,11187.037044558516,128787.03704455851,0.08686462008352562
2019,Office & administrative support,Citizen,981,91929,95169.18438875458,0.9659534290478016
2019,Office & administrative support,Noncitizen,28,3240.1843887545783,95169.18438875458,0.034046570952198325
2019,Management,Citizen,1163,114086,117891.38506461965,0.9677212625627071
2019,Management,Noncitizen,22,3805.385064619659,117891.38506461965,0.03227873743729296
2019,All other occupations,Citizen,1970,180253,189277.41933925464,0.9523217329845375
2019,All other occupations,Noncitizen,62,9024.419339254644,189277.41933925464,0.047678267015462475
2020,Nursing/psych/home health aides,Citizen,4458,583949,627845.3830288185,0.9300840872364851
2020,Nursing/psych/home health aides,Noncitizen,261,43896.383028818505,627845.3830288185,0.06991591276351494
2020,Registered nurses,Citizen,2243,264780,278062,0.9522336745042472
2020,Registered nurses,Noncitizen,93,13282,278062,0.04776632549575274
2020,LPNs/LVNs,Citizen,1402,165530,174763,0.9471684509879094
2020,LPNs/LVNs,Noncitizen,42,9233,174763,0.05283154901209066
2020,Personal care aides,Citizen,714,93210,102682.21920397603,0.9077520988793623
2020,Personal care aides,Noncitizen,54,9472.219203976027,102682.21920397603,0.0922479011206377
2020,Other healthcare practitioners,Citizen,943,115834,122632.93882060365,0.9445586244120787
2020,Other healthcare practitioners,Noncitizen,37,6798.938820603656,122632.93882060365,0.05544137558792125
2020,Other healthcare support,Citizen,475,57221,59844.13655346695,0.9561671918998557
2020,Other healthcare support,Noncitizen,16,2623.1365534669517,59844.13655346695,0.043832808100144366
2020,Food preparation & serving,Citizen,1103,137845,145161.5893343746,0.9495969328530766
2020,Food preparation & serving,Noncitizen,42,7316.589334374608,145161.5893343746,0.050403067146923435
2020,Building cleaning & maintenance,Citizen,981,118882,131041.87271470063,0.9072062046825702
2020,Building cleaning & maintenance,Noncitizen,68,12159.872714700627,131041.87271470063,0.09279379531742986
2020,Office & administrative support,Citizen,842,89175,91045.60117694562,0.9794542388345578
2020,Office & administrative support,Noncitizen,15,1870.601176945622,91045.60117694562,0.020545761165442135
2020,Management,Citizen,909,104453,107433.7946784339,0.9722545900258305
2020,Management,Noncitizen,33,2980.7946784338947,107433.7946784339,0.02774540997416947
2020,All other occupations,Citizen,1683,196218,203517.25849187392,0.9641344495991953
2020,All other occupations,Noncitizen,49,7299.258491873908,203517.25849187392,0.035865550400804726
2021,Nursing/psych/home health aides,Citizen,4920,533876,570541.5617100893,0.9357355113618869
2021,Nursing/psych/home health aides,Noncitizen,267,36665.561710089365,570541.5617100893,0.06426448863811314
2021,Registered nurses,Citizen,2603,253030,264294,0.95738079562911
2021,Registered nurses,Noncitizen,92,11264,264294,0.04261920437088999
2021,LPNs/LVNs,Citizen,1627,165531,173068,0.9564506436776296
2021,LPNs/LVNs,Noncitizen,60,7537,173068,0.0435493563223704
2021,Personal care aides,Citizen,785,93293,107621.42400469238,0.8668627168130795
2021,Personal care aides,Noncitizen,103,14328.424004692379,107621.42400469238,0.13313728318692056
2021,Other healthcare practitioners,Citizen,1093,113204,117617.73610525149,0.9624738899811691
2021,Other healthcare practitioners,Noncitizen,41,4413.736105251492,117617.73610525149,0.03752611001883094
2021,Other healthcare support,Citizen,535,55160,57964.713917445006,0.9516134260329558
2021,Other healthcare support,Noncitizen,23,2804.7139174450053,57964.713917445006,0.048386573967044134
2021,Food preparation & serving,Citizen,1164,119667,125287.0545185467,0.9551425760614817
2021,Food preparation & serving,Noncitizen,62,5620.054518546699,125287.0545185467,0.04485742393851826
2021,Building cleaning & maintenance,Citizen,1038,106234,116385.54583666242,0.912776575787948
2021,Building cleaning & maintenance,Noncitizen,87,10151.545836662428,116385.54583666242,0.087223424212052
2021,Office & administrative support,Citizen,1004,95489,97928.6866643404,0.9750871093298468
2021,Office & administrative support,Noncitizen,24,2439.686664340413,97928.6866643404,0.024912890670153308
2021,Management,Citizen,1089,110341,112515.81904420214,0.9806709930863343
2021,Management,Noncitizen,16,2174.8190442021482,112515.81904420214,0.019329006913665753
2021,All other occupations,Citizen,1811,168414,175380.88945591383,0.9602756635712859
2021,All other occupations,Noncitizen,75,6966.889455913825,175380.88945591383,0.03972433642871403
2022,Nursing/psych/home health aides,Citizen,4527,479205,514683.40778102924,0.9310675120964392
2022,Nursing/psych/home health aides,Noncitizen,270,35478.407781029215,514683.40778102924,0.06893248790356074
2022,Registered nurses,Citizen,2720,250116,261299,0.9572022855043456
2022,Registered nurses,Noncitizen,100,11183,261299,0.04279771449565441
2022,LPNs/LVNs,Citizen,1651,167101,173156,0.9650315322599274
2022,LPNs/LVNs,Noncitizen,46,6055,173156,0.034968467740072534
2022,Personal care aides,Citizen,728,83647,94705.04759413705,0.8832369775946174
2022,Personal care aides,Noncitizen,73,11058.04759413706,94705.04759413705,0.11676302240538271
2022,Other healthcare practitioners,Citizen,1159,113447,118489.95301053091,0.9574398260578033
2022,Other healthcare practitioners,Noncitizen,39,5042.95301053091,118489.95301053091,0.04256017394219671
2022,Other healthcare support,Citizen,512,49695,52168.89575380157,0.9525791045017223
2022,Other healthcare support,Noncitizen,17,2473.8957538015684,52168.89575380157,0.04742089549827772
2022,Food preparation & serving,Citizen,1101,107896,113874.33640471025,0.9475005818390616
2022,Food preparation & serving,Noncitizen,47,5978.336404710244,113874.33640471025,0.05249941816093831
2022,Building cleaning & maintenance,Citizen,943,85273,96680.24004653809,0.8820106358750548
2022,Building cleaning & maintenance,Noncitizen,93,11407.240046538085,96680.24004653809,0.11798936412494514
2022,Office & administrative support,Citizen,919,82581,84619.83782895713,0.9759059118846547
2022,Office & administrative support,Noncitizen,25,2038.8378289571226,84619.83782895713,0.024094088115345302
2022,Management,Citizen,1117,108759,111742.75522128225,0.9732979984664458
2022,Management,Noncitizen,24,2983.755221282247,111742.75522128225,0.026702001533554173
2022,All other occupations,Citizen,1839,171639,179339.21505319688,0.9570634060659138
2022,All other occupations,Noncitizen,68,7700.2150531968755,179339.21505319688,0.04293659393408621
2023,Nursing/psych/home health aides,Citizen,4409,478438,511429.0673916239,0.9354923888861382
2023,Nursing/psych/home health aides,Noncitizen,256,32991.06739162394,511429.0673916239,0.06450761111386188
2023,Registered nurses,Citizen,2664,250846,265030,0.9464815303927857
2023,Registered nurses,Noncitizen,113,14184,265030,0.05351846960721428
2023,LPNs/LVNs,Citizen,1552,144814,149204,0.9705771963218144
2023,LPNs/LVNs,Noncitizen,41,4390,149204,0.02942280367818557
2023,Personal care aides,Citizen,800,89787,101005.0387597906,0.8889358501562556
2023,Personal care aides,Noncitizen,80,11218.038759790601,101005.0387597906,0.11106414984374448
2023,Other healthcare practitioners,Citizen,1102,107296,111687.86551764302,0.9606773260704025
2023,Other healthcare practitioners,Noncitizen,42,4391.8655176430175,111687.86551764302,0.03932267392959754
2023,Other healthcare support,Citizen,471,50507,52365.70307388132,0.9645053352714672
2023,Other healthcare support,Noncitizen,13,1858.703073881322,52365.70307388132,0.0354946647285329
2023,Food preparation & serving,Citizen,1168,117618,125558.25412201438,0.9367603971754956
2023,Food preparation & serving,Noncitizen,59,7940.254122014372,125558.25412201438,0.06323960282450433
2023,Building cleaning & maintenance,Citizen,1061,103863,114697.70497125264,0.9055368634100551
2023,Building cleaning & maintenance,Noncitizen,71,10834.70497125263,114697.70497125264,0.0944631365899448
2023,Office & administrative support,Citizen,930,87004,88647.40000847566,0.9814613851244535
2023,Office & administrative support,Noncitizen,17,1643.400008475656,88647.40000847566,0.018538614875546595
2023,Management,Citizen,1118,107097,109255.4290805131,0.9802441938247068
2023,Management,Noncitizen,19,2158.429080513098,109255.4290805131,0.0197558061752931
2023,All other occupations,Citizen,1773,153661,161107.72892919875,0.953777953555094
2023,All other occupations,Noncitizen,52,7446.728929198749,161107.72892919875,0.04622204644490599
2024,Nursing/psych/home health aides,Citizen,4647,512458,550921.2085216938,0.9301838304157803
2024,Nursing/psych/home health aides,Noncitizen,275,38463.208521693865,550921.2085216938,0.06981616958421974
2024,Registered nurses,Citizen,2657,252841,267435,0.9454297305887411
2024,Registered nurses,Noncitizen,112,14594,267435,0.05457026941125881
2024,LPNs/LVNs,Citizen,1607,165196,171922,0.9608776072870255
2024,LPNs/LVNs,Noncitizen,44,6726,171922,0.03912239271297449
2024,Personal care aides,Citizen,731,82888,94083.04794393617,0.8810088726014992
2024,Personal care aides,Noncitizen,95,11195.047943936168,94083.04794393617,0.1189911273985008
2024,Other healthcare practitioners,Citizen,1272,122293,127146.22437080015,0.9618295832627594
2024,Other healthcare practitioners,Noncitizen,46,4853.224370800147,127146.22437080015,0.03817041673724066
2024,Other healthcare support,Citizen,355,31846,33618.44232856834,0.9472776783871945
2024,Other healthcare support,Noncitizen,6,1772.4423285683395,33618.44232856834,0.05272232161280567
2024,Food preparation & serving,Citizen,1245,121616,128795.27252832697,0.944258260513809
2024,Food preparation & serving,Noncitizen,65,7179.272528326967,128795.27252832697,0.05574173948619095
2024,Building cleaning & maintenance,Citizen,993,96192,106585.73074853266,0.9024847821979609
2024,Building cleaning & maintenance,Noncitizen,82,10393.73074853266,106585.73074853266,0.09751521780203912
2024,Office & administrative support,Citizen,956,88592,91449.92854409556,0.9687487066464189
2024,Office & administrative support,Noncitizen,26,2857.9285440955596,91449.92854409556,0.031251293353581094
2024,Management,Citizen,1120,109816,113294.16329090756,0.969299713331422
2024,Management,Noncitizen,26,3478.163290907558,113294.16329090756,0.030700286668578085
2024,All other occupations,Citizen,1778,163401,168810.69930178774,0.967954049570539
2024,All other occupations,Noncitizen,50,5409.699301787726,168810.69930178774,0.032045950429460936
2014,All nursing home workers,Citizen,22133,2214574,2356341.1115031764,0.9398359130555851
2014,All nursing home workers,Noncitizen,1123,141767.1115031766,2356341.1115031764,0.060164086944415
2015,All nursing home workers,Citizen,21746,2213713,2362284.0590586495,0.9371070305923099
2015,All nursing home workers,Noncitizen,1132,148571.05905864944,2362284.0590586495,0.06289296940769001
2016,All nursing home workers,Citizen,20854,2121636,2248348.3582474394,0.9436420260309616
2016,All nursing home workers,Noncitizen,986,126712.35824743936,2248348.3582474394,0.056357973969038376
2017,All nursing home workers,Citizen,20237,2061518,2204160.0975514357,0.9352850558768874
2017,All nursing home workers,Noncitizen,1037,142642.0975514358,2204160.0975514357,0.06471494412311271
2018,All nursing home workers,Citizen,20215,2062108,2197532.1589994975,0.9383744358666615
2018,All nursing home workers,Noncitizen,1005,135424.15899949762,2197532.1589994975,0.061625564133338626
2019,All nursing home workers,Citizen,19223,1966873,2092046.2844712653,0.9401670577747753
2019,All nursing home workers,Noncitizen,935,125173.2844712652,2092046.2844712653,0.05983294222522469
2020,All nursing home workers,Citizen,15753,1927097,2044029.7940031937,0.9427930090127585
2020,All nursing home workers,Noncitizen,710,116932.7940031938,2044029.7940031937,0.0572069909872415
2021,All nursing home workers,Citizen,17669,1814239,1918605.4312571438,0.9456029730986641
2021,All nursing home workers,Noncitizen,850,104366.43125714376,1918605.4312571438,0.054397026901335764
2022,All nursing home workers,Citizen,17216,1699359,1800758.6886941832,0.9436905736838549
2022,All nursing home workers,Noncitizen,802,101399.68869418334,1800758.6886941832,0.05630942631614518
2023,All nursing home workers,Citizen,17048,1690931,1789988.1918543933,0.9446604216133001
2023,All nursing home workers,Noncitizen,763,99057.19185439339,1789988.1918543933,0.05533957838669988
2024,All nursing home workers,Citizen,17361,1747139,1854061.717578649,0.9423305510464414
2024,All nursing home workers,Noncitizen,827,106922.717578649,1854061.717578649,0.05766944895355856
