year,statefip,n_before,pop_before,n_after,pop_after,pop_change,pct_change
2015,38,92,11998,92,12635.314976280477,637.3149762804769,5.311843442911126
2015,39,1972,252881,1972,266284.91849071917,13403.918490719167,5.30048461162332
2015,40,1100,152435,1100,159593.99897599686,7158.998975996859,4.696427313935027
2015,41,1622,220691,1622,228108.993980841,7417.993980841013,3.361258039902403
2015,42,2741,392216,2741,410995.36301429354,18779.363014293544,4.78801553590204
2015,44,520,66680,520,69182.42001747349,2502.420017473487,3.7528794503201666
2015,45,1108,141028,1108,147415.13531739416,6387.135317394161,4.528983831149957
2015,46,99,17720,99,18477.40702425598,757.4070242559792,4.27430600595925
2015,47,1493,203948,1493,213915.7257698929,9967.725769892888,4.887385887526667
2015,48,22907,2963500,22907,3076272.542624541,112772.54262454109,3.8053835878029725
2015,49,941,144628,941,150549.49488671942,5921.494886719418,4.09429355776158
2015,50,89,12212,89,12784.197742070086,572.197742070086,4.685536702178889
2015,51,3756,493557,3756,516874.8379214766,23317.837921476574,4.724446805835308
2015,53,4207,514664,4207,536440.3890567296,21776.38905672962,4.231185600067154
2015,54,126,14896,126,15622.138228201411,726.138228201411,4.874719577077142
2015,55,941,155740,941,162651.31581326557,6911.315813265566,4.437726860964149
2015,56,82,11483,82,11998.13300426182,515.1330042618192,4.486048979028296
2016,1,750,95945,750,100168.80530092942,4223.8053009294235,4.402319350596095
2016,2,169,21240,169,22022.283876575875,782.2838765758752,3.6830690987564743
2016,4,4449,541575,4449,557277.7089479867,15702.708947986714,2.899452328483906
2016,5,650,89173,650,93012.21297802862,3839.2129780286195,4.305353613794108
2016,6,44720,5307293,44720,5456112.013920594,148819.013920594,2.8040474479286144
2016,8,2293,324935,2293,337226.172330432,12291.17233043199,3.7826557097364057
2016,9,1943,246124,1943,256864.59443865574,10740.594438655738,4.363895613046976
2016,10,328,45616,328,48053.207700471874,2437.207700471874,5.3428790347068444
2016,11,414,49939,414,52634.907200287846,2695.9072002878456,5.398400449123622
2016,12,14271,1900973,14271,1967910.2245526412,66937.22455264116,3.5212085891089013
2016,13,4518,607470,4518,636171.1863472406,28701.186347240582,4.72470843782254
2016,15,925,113813,925,117560.19712942514,3747.1971294251416,3.292415742863418
2016,16,425,59164,425,61460.178706142135,2296.1787061421346,3.88104033895973
2016,17,6253,890977,6253,924284.0726492233,33307.072649223264,3.738264023563264
2016,18,1560,210241,1560,220236.6197363398,9995.61973633981,4.754362724844255
2016,19,591,98058,591,102929.3692252579,4871.369225257906,4.967844770704997
2016,20,833,128716,833,134302.59634522852,5586.596345228521,4.340250120597689
2016,21,700,89786,700,93563.93762188099,3777.937621880992,4.207713476355993
2016,22,849,109626,849,115204.89423179335,5578.894231793354,5.089024712927001
2016,23,161,22729,161,23302.825693802788,573.825693802788,2.524641180002587
2016,24,3446,455374,3446,475712.50877400936,20338.50877400936,4.466330702677219
2016,25,4342,531504,4342,549880.0936594792,18376.09365947917,3.457376362074259
2016,26,2384,324143,2384,337794.4652352457,13651.465235245705,4.211556391853505
2016,27,1114,214849,1114,222661.61895636257,7812.618956362567,3.6363301464575426
2016,28,337,36214,337,37817.68480852353,1603.6848085235324,4.428355908001139
2016,29,1032,130279,1032,136438.95893456214,6159.958934562135,4.728282328358473
2016,30,92,11730,92,12281.977607112747,551.9776071127471,4.705691450236548
2016,31,519,91114,519,95118.2570616774,4004.257061677403,4.394776940620983
2016,32,2311,306927,2311,316620.4391908704,9693.439190870384,3.1582230272574208
2016,33,286,35180,286,36968.435995974796,1788.4359959747962,5.083672529774861
2016,34,6982,903964,6982,942726.5472377125,38762.54723771254,4.288063157129326
2016,35,848,115802,848,119034.4600446551,3232.460044655105,2.7913680632934708
2016,36,15288,2033499,15288,2098087.5268986775,64588.52689867746,3.176226145116248
2016,37,3499,464925,3499,485122.3202981784,20197.320298178412,4.344210420643849
2016,38,98,13665,98,14460.091684964449,795.0916849644491,5.8184536038379004
2016,39,1842,233653,1842,245399.10510073762,11746.105100737623,5.027157836936664
2016,40,1060,142171,1060,148416.8320521833,6245.832052183308,4.393182893968044
2016,41,1578,214413,1578,221236.73525726385,6823.735257263848,3.1825193702172205
2016,42,2680,398717,2680,417186.0734227049,18469.07342270488,4.632125899498863
2016,44,528,67058,528,69324.60089447335,2266.6008944733476,3.3800603872369406
2016,45,1144,147467,1144,154419.04873820447,6952.048738204467,4.71430810839338
2016,46,156,20303,156,21461.968146580726,1158.9681465807262,5.708359092649983
2016,47,1653,209342,1653,220009.2439640905,10667.243964090507,5.095606215709465
2016,48,22649,2971826,22649,3087673.2505953745,115847.2505953745,3.898184166750493
2016,49,1063,151403,1063,157908.91885438637,6505.918854386371,4.297087147801808
2016,50,92,9043,92,9262.822801209593,219.8228012095933,2.430861453163699
2016,51,3774,491729,3774,514921.71726163354,23192.717261633545,4.716564868379441
2016,53,4080,534659,4080,556638.4800882536,21979.480088253622,4.110934275538917
2016,54,153,18409,153,19290.816800684883,881.8168006848828,4.790139609348051
2016,55,914,163405,914,169505.8548801114,6100.854880111408,3.733579070476062
2016,56,97,12463,97,13098.643226397282,635.643226397282,5.100242529064286
